,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
3850,7.4,0.18,0.29,1.4,0.042,0.4342105263157895,0.35714285714285715,0.99384,3.54,0.6,0.4166666666666667,7,1
3851,7.2,0.29,0.2,7.7,0.046,0.6578947368421053,0.631578947368421,0.99582,3.16,0.52,0.25,5,1
3852,6.3,0.27,0.18,7.7,0.048,0.5789473684210527,0.6766917293233082,0.9962,3.23,0.47,0.16666666666666666,5,1
3853,6.2,0.26,0.19,3.4,0.049,0.6052631578947368,0.6240601503759399,0.9924,3.14,0.43,0.4000000000000001,6,1
3854,7.3,0.21,0.21,1.6,0.046,0.4473684210526316,0.4774436090225564,0.99466,3.38,0.46,0.3333333333333333,6,1
3855,7.1,0.14,0.35,1.4,0.039,0.3026315789473684,0.45864661654135336,0.99212,2.97,0.68,0.4000000000000001,5,1
3856,7.2,0.39,0.54,1.4,0.046,0.4342105263157895,0.47368421052631576,0.99449,3.11,0.53,0.16666666666666666,6,1
3857,7.6,0.48,0.28,10.4,0.049,0.7368421052631579,0.7481203007518797,0.99748,3.24,0.45,0.21666666666666679,5,1
3858,7.2,0.39,0.54,1.4,0.046,0.4342105263157895,0.47368421052631576,0.99449,3.11,0.53,0.16666666666666666,6,1
3859,7.6,0.48,0.28,10.4,0.049,0.7368421052631579,0.7481203007518797,0.99748,3.24,0.45,0.21666666666666679,5,1
3860,6.5,0.36,0.31,4.1,0.061,0.25,0.48120300751879697,0.99475,3.18,0.45,0.16666666666666666,6,1
3861,8.5,0.25,0.31,2.8,0.032,0.13157894736842105,0.20676691729323307,0.99189,3.06,0.44,0.5833333333333334,6,1
3862,6.9,0.3,0.21,15.7,0.056,0.631578947368421,0.575187969924812,0.99827,3.11,0.48,0.16666666666666666,5,1
3863,6.6,0.19,0.43,10.9,0.045,0.6842105263157895,0.556390977443609,0.99752,3.52,0.77,0.4000000000000001,6,1
3864,6.9,0.3,0.21,15.7,0.056,0.631578947368421,0.575187969924812,0.99827,3.11,0.48,0.16666666666666666,5,1
3865,9.4,0.42,0.32,6.5,0.027,0.25,0.6052631578947368,0.99479,3.08,0.43,0.4333333333333333,5,1
3866,6.6,0.19,0.43,10.9,0.045,0.6842105263157895,0.556390977443609,0.99752,3.52,0.77,0.4000000000000001,6,1
3867,6.3,0.2,0.3,5.9,0.034,0.4473684210526316,0.5488721804511278,0.99642,3.47,0.4,0.08333333333333333,6,1
3868,8.5,0.19,0.56,17.3,0.055,0.6052631578947368,0.6127819548872181,1.00047,3.07,0.67,0.21666666666666679,6,1
3869,7.3,0.19,0.25,1.4,0.051,0.5263157894736842,0.37969924812030076,0.99382,3.53,0.66,0.4166666666666667,7,1
3870,6.7,0.25,0.26,13.5,0.06,0.6447368421052632,0.5639097744360902,0.99784,3.39,0.46,0.3166666666666667,6,1
3871,6.2,0.25,0.28,8.5,0.035,0.35526315789473684,0.38345864661654133,0.99486,3.4,0.42,0.4000000000000001,6,1
3872,6.1,0.46,0.32,6.2,0.053,0.11842105263157894,0.3308270676691729,0.99537,3.35,0.47,0.3499999999999999,5,1
3873,7.3,0.19,0.25,1.4,0.051,0.5263157894736842,0.37969924812030076,0.99382,3.53,0.66,0.4166666666666667,7,1
3874,7.5,0.29,0.26,14.95,0.067,0.6052631578947368,0.6466165413533834,0.99838,3.04,0.49,0.19999999999999987,4,1
3875,6.7,0.31,0.18,7.7,0.043,0.7368421052631579,0.7293233082706767,0.99566,3.17,0.44,0.2333333333333334,6,1
3876,7.4,0.14,0.3,1.3,0.033,0.3157894736842105,0.31954887218045114,0.99268,3.53,0.39,0.4333333333333333,6,1
3877,6.7,0.31,0.18,7.7,0.043,0.7368421052631579,0.7293233082706767,0.99566,3.17,0.44,0.2333333333333334,6,1
3878,7.1,0.4,0.52,1.3,0.046,0.5789473684210527,0.5375939849624061,0.99468,3.08,0.56,0.11666666666666654,5,1
3879,6.4,0.16,0.25,1.3,0.047,0.25,0.2669172932330827,0.9933,3.61,0.54,0.36666666666666653,6,1
3880,6.3,0.16,0.22,1.3,0.046,0.2236842105263158,0.22556390977443608,0.99307,3.61,0.55,0.38333333333333347,6,1
3881,7.4,0.33,0.26,15.6,0.049,0.868421052631579,0.7669172932330827,0.99907,3.06,0.68,0.25,5,1
3882,7.4,0.33,0.26,15.6,0.049,0.868421052631579,0.7669172932330827,0.99907,3.06,0.68,0.25,5,1
3883,7.4,0.33,0.26,15.6,0.049,0.868421052631579,0.7669172932330827,0.99907,3.06,0.68,0.25,5,1
3884,7.4,0.33,0.26,15.6,0.049,0.868421052631579,0.7669172932330827,0.99907,3.06,0.68,0.25,5,1
3885,6.6,0.41,0.24,4.9,0.046,0.6052631578947368,0.518796992481203,0.99471,3.17,0.49,0.2333333333333334,5,1
3886,6.7,0.43,0.23,5.0,0.046,0.631578947368421,0.5225563909774437,0.99471,3.17,0.49,0.2333333333333334,5,1
3887,7.4,0.33,0.26,15.6,0.049,0.868421052631579,0.7669172932330827,0.99907,3.06,0.68,0.25,5,1
3888,7.3,0.4,0.28,6.5,0.037,0.32894736842105265,0.34210526315789475,0.99148,3.16,0.58,0.7666666666666666,7,1
3889,7.4,0.18,0.24,1.4,0.047,0.2631578947368421,0.37593984962406013,0.99383,3.52,0.64,0.4166666666666667,7,1
3890,8.6,0.17,0.28,2.7,0.047,0.4868421052631579,0.5413533834586466,0.99365,3.1,0.56,0.4666666666666668,6,1
3891,6.5,0.32,0.23,1.2,0.054,0.5,0.7593984962406015,0.99272,3.18,0.46,0.3166666666666667,6,1
3892,7.3,0.4,0.28,6.5,0.037,0.32894736842105265,0.34210526315789475,0.99148,3.16,0.58,0.7666666666666666,7,1
3893,7.0,0.32,0.31,6.4,0.031,0.4868421052631579,0.40977443609022557,0.99235,3.38,0.58,0.6999999999999998,7,1
3894,7.5,0.42,0.19,6.9,0.041,0.8026315789473685,0.5413533834586466,0.99508,3.23,0.37,0.3333333333333333,6,1
3895,6.9,0.28,0.31,7.2,0.04,0.6052631578947368,0.6090225563909775,0.9946,3.29,0.57,0.4333333333333333,7,1
3896,6.5,0.29,0.42,10.6,0.042,0.8552631578947368,0.7368421052631579,0.99674,3.24,0.53,0.25,6,1
3897,6.3,0.41,0.18,3.5,0.027,0.2894736842105263,0.38721804511278196,0.99018,3.34,0.54,0.8000000000000002,8,1
3898,7.0,0.32,0.31,6.4,0.031,0.4868421052631579,0.40977443609022557,0.99235,3.38,0.58,0.6999999999999998,7,1
3899,7.3,0.3,0.33,2.3,0.043,0.35526315789473684,0.4473684210526316,0.99084,3.34,0.44,0.7666666666666666,7,1
3900,6.6,0.22,0.28,12.05,0.058,0.3157894736842105,0.4473684210526316,0.99856,3.45,0.45,0.2333333333333334,5,1
3901,6.0,0.26,0.18,7.0,0.055,0.6447368421052632,0.706766917293233,0.99591,3.21,0.43,0.16666666666666666,5,1
3902,6.9,0.44,0.18,11.8,0.051,0.32894736842105265,0.45112781954887216,0.9975,3.23,0.48,0.18333333333333326,5,1
3903,7.5,0.42,0.2,1.4,0.06,0.18421052631578946,0.6090225563909775,0.9944,3.06,0.4,0.2333333333333334,6,1
3904,7.0,0.36,0.3,5.0,0.04,0.5131578947368421,0.5150375939849624,0.99173,3.33,0.42,0.6999999999999998,7,1
3905,5.6,0.295,0.2,2.2,0.049,0.2236842105263158,0.48120300751879697,0.99378,3.21,0.68,0.3333333333333333,5,1
3906,6.8,0.21,0.55,14.6,0.053,0.4342105263157895,0.575187969924812,0.99805,2.93,0.44,0.19999999999999987,5,1
3907,9.4,0.28,0.3,1.6,0.045,0.4605263157894737,0.5,0.99534,3.11,0.49,0.21666666666666679,5,1
3908,8.1,0.28,0.34,1.3,0.035,0.13157894736842105,0.45112781954887216,0.99232,3.14,0.5,0.3000000000000001,6,1
3909,6.8,0.21,0.55,14.6,0.053,0.4342105263157895,0.575187969924812,0.99805,2.93,0.44,0.19999999999999987,5,1
3910,7.0,0.22,0.26,2.8,0.036,0.5657894736842105,0.47368421052631576,0.99078,3.34,0.41,0.6666666666666666,7,1
3911,9.4,0.28,0.3,1.6,0.045,0.4605263157894737,0.5,0.99534,3.11,0.49,0.21666666666666679,5,1
3912,6.8,0.32,0.3,3.3,0.029,0.18421052631578946,0.2781954887218045,0.99061,3.33,0.63,0.7666666666666666,7,1
3913,7.0,0.19,0.33,6.3,0.032,0.5394736842105263,0.4548872180451128,0.99182,3.31,0.38,0.6999999999999998,6,1
3914,7.7,0.42,0.38,8.1,0.061,0.631578947368421,0.518796992481203,0.9966,3.4,0.58,0.5,6,1
3915,7.4,0.2,0.31,1.6,0.038,0.4342105263157895,0.41353383458646614,0.9912,3.25,0.39,0.6666666666666666,7,1
3916,7.5,0.24,0.31,10.6,0.045,0.6578947368421053,0.5526315789473685,0.99779,3.16,0.44,0.13333333333333344,5,1
3917,7.5,0.26,0.59,11.8,0.046,0.75,0.5939849624060151,0.99814,3.17,0.46,0.15000000000000005,4,1
3918,6.6,0.4,0.32,1.7,0.035,0.5,0.2932330827067669,0.99096,3.59,0.48,0.7833333333333332,7,1
3919,8.0,0.2,0.3,8.1,0.037,0.5394736842105263,0.46616541353383456,0.99379,3.1,0.67,0.6333333333333334,6,1
3920,4.6,0.445,0.31,1.4,0.053,0.13157894736842105,0.6466165413533834,0.99426,3.2,0.55,0.36666666666666653,5,1
3921,6.1,0.41,0.04,1.3,0.036,0.2894736842105263,0.4323308270676692,0.99228,3.24,0.61,0.3166666666666667,6,1
3922,7.6,0.2,0.34,1.8,0.041,0.5394736842105263,0.5338345864661654,0.99335,3.35,0.66,0.5166666666666666,6,1
3923,6.9,0.3,0.21,7.2,0.045,0.6973684210526315,0.6917293233082706,0.99595,3.22,0.48,0.2333333333333334,5,1
3924,7.0,0.35,0.17,1.1,0.049,0.07894736842105263,0.424812030075188,0.99297,3.13,0.36,0.2833333333333332,6,1
3925,6.9,0.35,0.55,11.95,0.038,0.27631578947368424,0.39473684210526316,0.99687,3.11,0.29,0.2833333333333332,5,1
3926,7.0,0.35,0.17,1.1,0.049,0.07894736842105263,0.424812030075188,0.99297,3.13,0.36,0.2833333333333332,6,1
3927,6.9,0.35,0.55,11.95,0.038,0.27631578947368424,0.39473684210526316,0.99687,3.11,0.29,0.2833333333333332,5,1
3928,7.6,0.3,0.4,2.2,0.054,0.3684210526315789,0.6353383458646616,0.99445,3.19,0.53,0.3000000000000001,5,1
3929,7.5,0.38,0.29,12.7,0.05,0.3157894736842105,0.7631578947368421,0.9986,3.25,0.59,0.21666666666666679,6,1
3930,7.5,0.3,0.32,1.4,0.032,0.39473684210526316,0.5827067669172933,0.99154,2.95,0.42,0.4166666666666667,5,1
3931,6.3,0.4,0.32,10.6,0.049,0.4868421052631579,0.7631578947368421,0.9981,3.47,0.59,0.21666666666666679,6,1
3932,6.8,0.37,0.28,1.9,0.024,0.8289473684210527,0.37593984962406013,0.98993,3.45,0.6,0.7666666666666666,8,1
3933,7.5,0.23,0.35,2.9,0.058,0.3684210526315789,0.7744360902255639,1.00241,3.44,0.43,0.15000000000000005,5,1
3934,8.3,0.27,0.34,10.2,0.048,0.6447368421052632,0.42105263157894735,0.99716,3.18,0.51,0.38333333333333347,5,1
3935,6.8,0.26,0.22,4.8,0.041,0.3684210526315789,0.7218045112781954,0.99437,3.29,0.67,0.4333333333333333,5,1
3936,6.5,0.28,0.35,9.8,0.067,0.7894736842105263,0.6541353383458647,0.9972,3.15,0.57,0.16666666666666666,4,1
3937,7.2,0.34,0.3,8.4,0.051,0.5131578947368421,0.6052631578947368,0.99756,3.48,0.62,0.2833333333333332,5,1
3938,7.0,0.23,0.26,7.2,0.041,0.2631578947368421,0.3157894736842105,0.99509,3.22,0.55,0.25,6,1
3939,7.7,0.29,0.29,4.8,0.06,0.34210526315789475,0.5639097744360902,0.99572,3.49,0.59,0.38333333333333347,6,1
3940,7.2,0.34,0.3,8.4,0.051,0.5131578947368421,0.6052631578947368,0.99756,3.48,0.62,0.2833333333333332,5,1
3941,7.7,0.4,0.27,4.5,0.034,0.34210526315789475,0.33458646616541354,0.99175,3.21,0.59,0.7166666666666668,8,1
3942,6.7,0.17,0.27,1.4,0.032,0.5,0.5375939849624061,0.99254,3.4,0.52,0.4166666666666667,5,1
3943,7.0,0.23,0.26,7.2,0.041,0.2631578947368421,0.3157894736842105,0.99509,3.22,0.55,0.25,6,1
3944,8.1,0.24,0.26,11.0,0.043,0.5263157894736842,0.7706766917293233,0.99676,3.11,0.49,0.3333333333333333,6,1
3945,7.7,0.28,0.31,11.1,0.039,0.75,0.650375939849624,0.9979,3.08,0.44,0.13333333333333344,4,1
3946,7.5,0.23,0.29,2.6,0.031,0.3026315789473684,0.3458646616541353,0.99194,3.0,0.54,0.4833333333333334,6,1
3947,8.3,0.26,0.31,2.0,0.029,0.17105263157894737,0.5075187969924813,0.99077,2.95,0.77,0.6999999999999998,6,1
3948,7.9,0.46,0.4,10.1,0.046,0.23684210526315788,0.6691729323308271,0.99782,3.06,0.62,0.25,5,1
3949,7.9,0.31,0.22,13.3,0.048,0.5921052631578947,0.7744360902255639,0.99942,3.47,0.59,0.3333333333333333,5,1
3950,7.9,0.25,0.34,11.4,0.04,0.6842105263157895,0.7368421052631579,0.99708,3.11,0.57,0.2666666666666666,6,1
3951,6.1,0.28,0.16,1.3,0.06,0.4605263157894737,0.45112781954887216,0.99353,3.13,0.46,0.11666666666666654,6,1
3952,7.0,0.18,0.26,1.4,0.044,0.5921052631578947,0.31203007518796994,0.99256,3.39,0.48,0.4499999999999999,7,1
3953,6.5,0.21,0.28,1.4,0.046,0.32894736842105265,0.22556390977443608,0.99199,3.43,0.48,0.5166666666666666,6,1
3954,7.6,0.48,0.33,7.0,0.024,0.17105263157894737,0.46616541353383456,0.9918,3.25,0.45,0.75,7,1
3955,7.1,0.34,0.32,2.0,0.051,0.3684210526315789,0.46616541353383456,0.99354,3.3,0.5,0.4000000000000001,6,1
3956,8.9,0.21,0.37,1.2,0.028,0.25,0.32706766917293234,0.99244,3.2,0.37,0.5833333333333334,5,1
3957,7.4,0.32,0.27,12.9,0.04,0.7763157894736842,0.8082706766917294,0.99831,3.05,0.66,0.2333333333333334,5,1
3958,6.0,0.495,0.27,5.0,0.046,0.21052631578947367,0.462406015037594,0.99396,3.03,0.36,0.21666666666666679,5,1
3959,8.1,0.25,0.34,10.1,0.05,0.3815789473684211,0.4323308270676692,0.99724,3.17,0.49,0.3499999999999999,6,1
3960,8.2,0.25,0.46,3.75,0.05,0.17105263157894737,0.3609022556390977,0.99524,3.28,0.58,0.2833333333333332,5,1
3961,6.5,0.18,0.29,1.7,0.035,0.5,0.518796992481203,0.9927,3.49,0.5,0.4166666666666667,6,1
3962,6.7,0.24,0.26,12.6,0.053,0.5657894736842105,0.6616541353383458,0.99802,3.42,0.42,0.2833333333333332,5,1
3963,6.6,0.32,0.24,1.3,0.06,0.5460526315789473,0.7443609022556391,0.99512,3.59,0.51,0.19999999999999987,5,1
3964,7.6,0.32,0.35,1.6,0.092,0.3026315789473684,0.49624060150375937,0.99438,3.19,0.44,0.3000000000000001,5,1
3965,7.4,0.33,0.44,7.6,0.05,0.5131578947368421,0.8308270676691729,0.99679,3.12,0.52,0.16666666666666666,5,1
3966,7.2,0.3,0.3,8.1,0.05,0.5131578947368421,0.6842105263157895,0.99652,3.15,0.49,0.18333333333333326,6,1
3967,7.4,0.34,0.3,14.9,0.037,0.9078947368421053,0.6127819548872181,0.99698,3.25,0.37,0.4000000000000001,6,1
3968,6.1,0.16,0.29,6.0,0.03,0.3684210526315789,0.518796992481203,0.99474,3.2,0.46,0.4499999999999999,6,1
3969,6.3,0.1,0.24,6.0,0.039,0.3157894736842105,0.37969924812030076,0.99511,3.59,0.49,0.4166666666666667,7,1
3970,6.2,0.45,0.31,7.2,0.099,0.6052631578947368,0.7368421052631579,0.99582,3.21,0.43,0.19999999999999987,5,1
3971,6.0,0.33,0.18,3.0,0.036,0.05263157894736842,0.29699248120300753,0.99125,3.28,0.4,0.5833333333333334,4,1
3972,7.6,0.48,0.37,1.2,0.034,0.05263157894736842,0.19172932330827067,0.99256,3.05,0.54,0.4000000000000001,3,1
3973,7.2,0.2,0.3,2.0,0.039,0.5526315789473685,0.6842105263157895,0.9911,3.3,0.41,0.6666666666666666,6,1
3974,7.0,0.32,0.29,4.9,0.036,0.5263157894736842,0.5413533834586466,0.99168,3.38,0.43,0.6999999999999998,6,1
3975,7.2,0.2,0.3,2.0,0.039,0.5526315789473685,0.6842105263157895,0.9911,3.3,0.41,0.6666666666666666,6,1
3976,7.0,0.22,0.29,8.9,0.05,0.3026315789473684,0.3157894736842105,0.99556,3.29,0.46,0.3000000000000001,6,1
3977,9.4,0.23,0.56,16.45,0.063,0.6776315789473685,0.42105263157894735,1.00098,3.1,0.51,0.21666666666666679,5,1
3978,6.4,0.27,0.19,2.0,0.084,0.2631578947368421,0.6954887218045113,0.99516,3.49,0.63,0.2666666666666666,4,1
3979,6.4,0.27,0.19,1.9,0.085,0.2631578947368421,0.7142857142857143,0.99516,3.49,0.64,0.25,4,1
3980,7.0,0.23,0.42,5.1,0.042,0.47368421052631576,0.518796992481203,0.99518,3.5,0.59,0.36666666666666653,6,1
3981,6.9,0.15,0.28,4.4,0.029,0.17105263157894737,0.37969924812030076,0.99347,3.24,0.46,0.4000000000000001,8,1
3982,6.7,0.26,0.29,5.8,0.025,0.32894736842105265,0.2556390977443609,0.9929,3.28,0.53,0.5,6,1
3983,6.9,0.15,0.28,4.4,0.029,0.17105263157894737,0.37969924812030076,0.99347,3.24,0.46,0.4000000000000001,8,1
3984,7.6,0.2,0.31,12.9,0.042,0.7236842105263158,0.5789473684210527,0.99841,3.05,0.41,0.11666666666666654,5,1
3985,6.9,0.3,0.29,1.3,0.053,0.3026315789473684,0.6879699248120301,0.99362,3.29,0.54,0.3166666666666667,4,1
3986,6.9,0.3,0.3,1.3,0.053,0.3026315789473684,0.6766917293233082,0.99361,3.29,0.54,0.3166666666666667,4,1
3987,7.6,0.21,0.35,1.2,0.041,0.07894736842105263,0.37593984962406013,0.9914,3.06,0.45,0.5500000000000002,4,1
3988,6.8,0.46,0.26,2.7,0.042,0.35526315789473684,0.2894736842105263,0.99114,3.38,0.51,0.6666666666666666,8,1
3989,7.0,0.28,0.26,1.7,0.042,0.4342105263157895,0.46616541353383456,0.9925,3.43,0.5,0.4499999999999999,8,1
3990,6.5,0.24,0.29,8.2,0.043,0.40789473684210525,0.5639097744360902,0.99453,3.13,0.7,0.3499999999999999,6,1
3991,6.4,0.17,0.34,1.5,0.091,0.5394736842105263,0.4849624060150376,0.9938,3.25,0.49,0.2666666666666666,7,1
3992,6.4,0.17,0.34,1.5,0.093,0.5526315789473685,0.48872180451127817,0.9938,3.25,0.49,0.2666666666666666,6,1
3993,6.3,0.28,0.55,12.9,0.056,0.75,0.924812030075188,0.99806,3.29,0.49,0.11666666666666654,5,1
3994,7.0,0.27,0.29,3.9,0.059,0.35526315789473684,0.7255639097744361,0.9961,3.54,0.59,0.38333333333333347,5,1
3995,8.4,0.3,0.25,2.9,0.047,0.3157894736842105,0.7969924812030075,1.00016,2.98,0.66,0.18333333333333326,5,1
3996,6.5,0.19,0.27,4.9,0.037,0.15789473684210525,0.35714285714285715,0.9916,3.17,0.41,0.6333333333333334,6,1
3997,8.0,0.36,0.39,1.6,0.024,0.32894736842105265,0.32706766917293234,0.99116,3.15,0.49,0.65,6,1
3998,6.1,0.16,0.24,1.4,0.046,0.21052631578947367,0.2669172932330827,0.99319,3.2,0.57,0.38333333333333347,6,1
3999,9.2,0.19,0.42,2.0,0.047,0.19736842105263158,0.3684210526315789,0.99517,3.09,0.66,0.3333333333333333,4,1
4000,9.2,0.16,0.49,2.0,0.044,0.2236842105263158,0.37969924812030076,0.99514,3.1,0.53,0.36666666666666653,4,1
4001,8.0,0.26,0.28,8.2,0.038,0.9342105263157895,0.7368421052631579,0.99566,3.12,0.56,0.3333333333333333,6,1
4002,8.8,0.33,0.36,2.1,0.034,0.23684210526315788,0.4473684210526316,0.99166,2.96,0.5,0.7833333333333332,6,1
4003,6.9,0.16,0.46,1.8,0.046,0.2894736842105263,0.46616541353383456,0.99587,3.04,0.67,0.2666666666666666,5,1
4004,6.6,0.23,0.18,8.5,0.044,0.7631578947368421,0.6842105263157895,0.99558,3.16,0.49,0.25,5,1
4005,7.9,0.44,0.26,4.45,0.033,0.2894736842105263,0.3533834586466165,0.99117,3.17,0.52,0.7833333333333332,6,1
4006,7.6,0.31,0.27,5.8,0.036,0.2894736842105263,0.38721804511278196,0.99399,3.34,0.54,0.5,6,1
4007,7.5,0.28,0.1,13.0,0.044,0.5657894736842105,0.7819548872180451,0.99741,3.1,0.5,0.18333333333333326,5,1
4008,7.1,0.21,0.28,2.7,0.034,0.2894736842105263,0.39473684210526316,0.99405,3.35,0.64,0.36666666666666653,4,1
4009,7.0,0.16,0.26,7.3,0.047,0.3815789473684211,0.8045112781954887,0.99622,3.38,0.58,0.3499999999999999,6,1
4010,8.0,0.27,0.25,2.9,0.045,0.6447368421052632,0.7593984962406015,1.00051,3.05,0.5,0.19999999999999987,6,1
4011,6.3,0.38,0.17,8.8,0.08,0.6447368421052632,0.7744360902255639,0.99803,3.47,0.66,0.2333333333333334,4,1
4012,7.1,0.21,0.28,2.7,0.034,0.2894736842105263,0.39473684210526316,0.99405,3.35,0.64,0.36666666666666653,4,1
4013,6.2,0.38,0.18,7.4,0.095,0.35526315789473684,0.7105263157894737,0.99773,3.53,0.71,0.19999999999999987,4,1
4014,8.2,0.24,0.3,2.3,0.05,0.2894736842105263,0.37593984962406013,0.99397,2.98,0.5,0.3333333333333333,5,1
4015,7.0,0.16,0.26,6.85,0.047,0.3815789473684211,0.8045112781954887,0.99622,3.38,0.58,0.3499999999999999,6,1
4016,7.3,0.28,0.09,11.4,0.044,0.5789473684210527,0.7443609022556391,0.99713,3.15,0.46,0.16666666666666666,5,1
4017,6.3,0.41,0.16,0.9,0.032,0.3157894736842105,0.3458646616541353,0.99274,3.16,0.42,0.25,5,1
4018,6.1,0.36,0.41,2.9,0.07,0.868421052631579,0.7556390977443609,1.00118,3.39,0.53,0.18333333333333326,5,1
4019,8.1,0.4,0.32,7.9,0.031,0.2894736842105263,0.42105263157894735,0.99176,3.05,0.46,0.8833333333333334,7,1
4020,6.8,0.26,0.43,11.75,0.045,0.6842105263157895,0.7218045112781954,0.9969,3.26,0.55,0.25,5,1
4021,6.2,0.44,0.18,7.7,0.096,0.35526315789473684,0.7669172932330827,0.99771,3.56,0.72,0.19999999999999987,5,1
4022,7.2,0.24,0.29,3.0,0.036,0.21052631578947367,0.41729323308270677,0.99411,3.36,0.68,0.3499999999999999,6,1
4023,6.2,0.44,0.18,7.7,0.096,0.35526315789473684,0.7669172932330827,0.99771,3.56,0.72,0.19999999999999987,5,1
4024,7.2,0.24,0.29,3.0,0.036,0.21052631578947367,0.41729323308270677,0.99411,3.36,0.68,0.3499999999999999,6,1
4025,7.3,0.22,0.26,1.5,0.04,0.40789473684210525,0.6240601503759399,0.99194,3.27,0.48,0.5333333333333332,6,1
4026,8.1,0.34,0.28,7.5,0.04,0.9078947368421053,0.8421052631578947,0.99558,3.14,0.55,0.3000000000000001,6,1
4027,7.3,0.22,0.26,1.5,0.04,0.40789473684210525,0.6240601503759399,0.99194,3.27,0.48,0.5333333333333332,6,1
4028,8.1,0.34,0.28,7.5,0.04,0.9078947368421053,0.8421052631578947,0.99558,3.14,0.55,0.3000000000000001,6,1
4029,6.4,0.28,0.17,8.3,0.042,0.7894736842105263,0.7105263157894737,0.99577,3.22,0.46,0.2333333333333334,5,1
4030,6.3,0.29,0.14,7.05,0.045,0.6447368421052632,0.6428571428571429,0.99564,3.23,0.42,0.16666666666666666,5,1
4031,6.4,0.27,0.17,8.4,0.044,0.7763157894736842,0.7218045112781954,0.99578,3.21,0.47,0.2333333333333334,5,1
4032,7.4,0.35,0.2,13.9,0.054,0.8157894736842105,0.8383458646616542,0.99888,3.11,0.5,0.15000000000000005,6,1
4033,8.3,0.28,0.27,17.5,0.045,0.618421052631579,0.9285714285714286,1.00014,3.02,0.56,0.18333333333333326,6,1
4034,6.4,0.35,0.35,5.6,0.034,0.10526315789473684,0.5338345864661654,0.99441,3.17,0.5,0.3000000000000001,4,1
4035,6.9,0.43,0.28,9.4,0.056,0.3684210526315789,0.6654135338345865,0.99594,3.17,0.43,0.2333333333333334,5,1
4036,8.0,0.26,0.28,4.8,0.05,0.4342105263157895,0.5413533834586466,0.99437,3.13,0.5,0.3333333333333333,6,1
4037,6.9,0.43,0.28,9.4,0.056,0.3684210526315789,0.6654135338345865,0.99594,3.17,0.43,0.2333333333333334,5,1
4038,7.3,0.27,0.37,9.7,0.042,0.4605263157894737,0.46616541353383456,0.9979,3.48,0.75,0.3166666666666667,6,1
4039,6.8,0.46,0.26,6.3,0.046,0.631578947368421,0.575187969924812,0.99434,3.14,0.47,0.3333333333333333,5,1
4040,7.2,0.2,0.28,1.6,0.028,0.15789473684210525,0.6090225563909775,0.99203,3.17,0.5,0.5833333333333334,6,1
4041,7.6,0.285,0.32,14.6,0.063,0.40789473684210525,0.7330827067669173,0.998,3.0,0.45,0.19999999999999987,5,1
4042,6.6,0.32,0.33,2.5,0.052,0.5131578947368421,0.8026315789473685,0.99316,3.15,0.6,0.3333333333333333,5,1
4043,7.6,0.285,0.32,14.6,0.063,0.40789473684210525,0.7330827067669173,0.998,3.0,0.45,0.19999999999999987,5,1
4044,6.6,0.34,0.34,2.6,0.051,0.5197368421052632,0.7669172932330827,0.99314,3.15,0.61,0.3333333333333333,5,1
4045,6.6,0.32,0.33,2.5,0.052,0.5131578947368421,0.7669172932330827,0.99316,3.15,0.6,0.3333333333333333,5,1
4046,6.5,0.27,0.26,8.2,0.042,0.2631578947368421,0.4774436090225564,0.99612,3.43,0.64,0.3000000000000001,6,1
4047,6.6,0.26,0.27,1.5,0.04,0.23684210526315788,0.40601503759398494,0.99295,3.36,0.62,0.4166666666666667,6,1
4048,6.7,0.27,0.26,2.3,0.043,0.7894736842105263,0.6578947368421053,0.99394,3.45,0.63,0.4333333333333333,6,1
4049,6.6,0.56,0.15,10.0,0.037,0.4868421052631579,0.5676691729323309,0.99642,3.28,0.52,0.2333333333333334,5,1
4050,6.6,0.56,0.15,10.0,0.037,0.4868421052631579,0.5676691729323309,0.99642,3.28,0.52,0.2333333333333334,5,1
4051,7.3,0.19,0.27,1.6,0.027,0.4473684210526316,0.48872180451127817,0.99248,3.38,0.54,0.5,7,1
4052,6.3,0.2,0.26,1.6,0.027,0.4605263157894737,0.5075187969924813,0.99268,3.53,0.56,0.4666666666666668,6,1
4053,7.1,0.29,0.3,16.0,0.036,0.75,0.7330827067669173,0.99954,3.3,0.67,0.16666666666666666,5,1
4054,7.8,0.32,0.33,10.4,0.031,0.6052631578947368,0.706766917293233,0.99692,3.07,0.58,0.2666666666666666,6,1
4055,8.1,0.33,0.36,7.4,0.037,0.4605263157894737,0.5639097744360902,0.99592,3.19,0.54,0.4333333333333333,6,1
4056,8.1,0.33,0.36,7.4,0.037,0.4605263157894737,0.5639097744360902,0.99592,3.19,0.54,0.4333333333333333,6,1
4057,7.8,0.32,0.33,10.4,0.031,0.6052631578947368,0.706766917293233,0.99692,3.07,0.58,0.2666666666666666,6,1
4058,6.6,0.33,0.24,16.05,0.045,0.39473684210526316,0.5300751879699248,0.99822,3.08,0.52,0.19999999999999987,5,1
4059,6.6,0.33,0.24,16.05,0.045,0.39473684210526316,0.5300751879699248,0.99822,3.08,0.52,0.19999999999999987,5,1
